English,Arabic
Two dogs bite each other while playing around .,يعض كلابان بعضهما البعض أثناء اللعب.
Two dogs stand in water and bite each other 's mouths .,يقف اثنان من الكلاب في الماء ويعضان أفواه بعضهما البعض.
A boy in a yellow life vest jumping into a pool,صبي في سترة حياة صفراء يقفز إلى حمام سباحة
A little boy in a life jacket jumping into a pool .,صبي صغير في سترة النجاة يقفز إلى حمام سباحة.
A little boy jumps into the swimming pool .,صبي صغير يقفز إلى حمام السباحة.
Goggled boy jumping into the pool .,صبي متدفق يقفز إلى حمام السباحة.
The little boy in a yellow life jacket and goggles jumps into the pool .,الصبي الصغير في سترة نجاة صفراء ونظارات يقفز إلى حمام السباحة.
Four children are playing in a grassy field .,أربعة أطفال يلعبون في حقل عشبي.
Four children are playing together outside .,أربعة أطفال يلعبون معًا في الخارج.
Four children are running and playing tag .,أربعة أطفال يركضون ويلعبون.
Group of children play in rural area,مجموعة من الأطفال يلعبون في المنطقة الريفية
Three boys and one girl in a muddy grass field .,ثلاثة أولاد وفتاة واحدة في حقل العشب الموحل.
A woman floats with her face out of water in a pool with another woman nearby posing for the camera .,تطفو امرأة مع وجهها من الماء في حمام سباحة مع امرأة أخرى بالقرب من الكاميرا.
Two children are smiling for picture being taken of them in a swimming pool .,يبتسم طفلان لالتقاط الصور منهما في حمام سباحة.
Two children relaxing by the pool .,طفلان يسترخيان بجوار المسبح.
Two girls in a swimming pool .,فتاتان في حمام سباحة.
Two smiling children in a swimming pool .,طفلان يبتسمان في حمام سباحة.
"""A boy and a girl at the beach , throwing sand .""","""صبي وفتاة على الشاطئ ، ورمي الرمال."""
a boy flings sand at a girl .,صبي يرفرف الرمال على فتاة.
A boy with an orange tool on the shore is spraying a girl standing in shallow water with mud .,صبي ذو أداة برتقالية على الشاطئ يرش فتاة تقف في مياه ضحلة مع الطين.
Boy flings mud at girl,الصبي يطفو الطين على الفتاة
The young boy flings mud at the barefoot girl in the pond .,الصبي الصغير يرفرف الطين في الفتاة حافي القدمين في البركة.
A boy goes down a slide .,صبي ينخفض ​​شريحة.
"""A boy wearing a t-shirt with the American flag , goes down a slide with his arms flung out .""","""صبي يرتدي تي شيرت مع العلم الأمريكي ، ينزل شريحة مع ذراعيه."""
A smiling boy goes down a brown slide .,صبي مبتسم ينزل شريحة بنية.
Boy sliding down the slide with outstretched arms .,الصبي ينزلق أسفل الشريحة بأذرع ممدودة.
The kid is sliding down a tan plastic slide .,الطفل ينزلق أسفل شريحة بلاستيكية تان.
"""A boy in shorts kneeling on a tile courtyard , arms outstreached .""","""صبي في سراويل قصيرة يركع على فناء بلاط ، أذرع تفوق."""
A boy with a short haircut and a blue shirt gestures happily to someone out of frame .,صبي مع قصة شعر قصيرة وقميص أزرق يلمح بسعادة لشخص ما خارج الإطار.
A child kneels and raises his arms .,طفل يركع ويرفع ذراعيه.
A little boy is posing on a stone wall outside .,صبي صغير يتظاهر على جدار حجري بالخارج.
A small boy is kneeling on a step with his hands in the air .,صبي صغير يركع على خطوة مع يديه في الهواء.
A little boy and a little girl playing together outside .,فتى صغير وفتاة صغيرة تلعب معا في الخارج.
A little girl and boy play Frisbee together in a grassy area .,طفلة صغيرة ودوي تلعب فريسبي معا في منطقة عشبية.
A young boy and a young girl walking towards each other,صبي صغير وفتاة صغيرة تمشي نحو بعضها البعض
A young boy and girl playing .,صبي صغير وفتاة يلعبان.
Two children playing in a field .,طفلان يلعبان في حقل.
A dog bites a cat whiel they lay on a bed together .,كلب يعض قطة التي وضعوا على السرير معًا.
"""A white dog biting an orange cat on the bed , pillows behind .""","""كلب أبيض يعض قطة برتقالية على السرير ، والوسائد وراءه."""
A white dog biting at an orange cat .,كلب أبيض يعض في قطة برتقالية.
A white dog in a red collar biting an orange tabby cat on a bed .,كلب أبيض في طوق أحمر يعض قطة تاببي برتقالية على السرير.
White dog biting orange cat .,الكلب الأبيض عض القطة البرتقالية.
a tennis player wearing a red shirt about to hit a tennis ball with her racquet .,لاعبة تنس يرتدي قميصًا أحمر على وشك ضرب كرة تنس مع مضربها.
A woman in an orange shirt and white skirt hits a tennis ball with a racket .,امرأة في قميص برتقالي وتنورة بيضاء تضرب كرة تنس مع مضرب.
"""A woman in a red shirt , white hat , and white shirts is playing tennis .""","""امرأة في قميص أحمر ، وقبعة بيضاء ، وقمصان بيضاء تلعب التنس."""
A woman swings at a tennis ball .,امرأة تتأرجح في كرة تنس.
Female tennis player on grass prepares a two handed backhand .,لاعبة التنس الإناث على العشب تستعد اثنين من سدة الخلفية.
Two blond girls are playing together .,فتاتان أشقر تلعبان معًا.
Two girls enjoy themselves whilst wind blows through their hair .,فتاتان تتمتعان بأنفسهم بينما تهب الرياح من خلال شعرهما.
Two girls with long hair jumping on a trampoline .,فتاتان مع شعر طويل تقفز على الترامبولين.
Two little blonde girls twirl their hair .,فتاتان شقراء صغيرة تدوم شعرهم.
Two little girls are playing on a trampoline .,فتاتان صغيرتان تلعبان على الترامبولين.
A black dog paddles behind a black cat in a body of water .,يجذب الكلب الأسود خلف قطة سوداء في جسم من الماء.
